form	source_path	source_ref	heading	category	sort_key	context	note
wapen	Germanic/docs/lexeme_reports/model_entries/2278-weapon-wǣpn.model.md	Germanic/docs/lexeme_reports/model_entries/2278-weapon-wǣpn.model.md:28	### Old English evidence	likely_oe	wapen	while Clark Hall lemmatizes the noun under `wapen` and also preserves unbroken	
wasċan	Germanic/docs/lexeme_reports/model_entries/2272-wash-wascan.model.md	Germanic/docs/lexeme_reports/model_entries/2272-wash-wascan.model.md:33	### Form note	likely_oe	wascan	The conservative citation form `wascan` is selected here. Spellings such as `wæscan` or `wasċan` belong to variant or normalized background rather than to the t	
*waskanan	Germanic/docs/lexeme_reports/model_entries/2272-wash-wascan.model.md	Germanic/docs/lexeme_reports/model_entries/2272-wash-wascan.model.md:21	### Reconstruction and comparative evidence	likely_oe	waskanan	Kroonen cites `*waskan-`, Orel `*waskanan`, and Ringe and Taylor likewise derive Old English `wascan` from the same verb family [@Kroonen2013; @Orel2003, 489; @	
*watar	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md:45	### Development to Old English	likely_pgmc	watar	yielding **`*watar`** [@RingeTaylor2014, §3.1.4]. Anglo-Frisian brightening then	
water	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:132	## Historical discussion	likely_oe	water	That makes the rule historically real, but narrow. This is not a broad long-vowel chapter. The relevant environment is final or pre-final \emph{*ō} before word-	
water	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:148	## SC007. Lowering of final bimoric \emph{*ō} before \emph{*r} (`PWGmcFinalOrLowering`) {#rule-PWGmcFinalOrLowering}	likely_oe	water	The checked forms therefore fix only that later relation. They do not identify a corresponding earlier constraint, and CAPR keeps the rule here because the `fou	
*wator	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md:24	### Reconstruction and comparative evidence	likely_oe	wator	**`*wator`** before the Old English branch [@RingeTaylor2014, §3.1.4].	
*waxsanan	Germanic/docs/lexeme_reports/model_entries/2276-wax-weaxan.model.md	Germanic/docs/lexeme_reports/model_entries/2276-wax-weaxan.model.md:21	### Reconstruction and comparative evidence	likely_oe	waxsanan	Kroonen cites the verb as `*wahs(j)an-`, Orel as `*waxsanan`, and Ringe and Taylor discuss the prehistory of Old English `weaxan` within the same verbal family 	
weak-tail	Germanic/docs/lexeme_reports/model_entries/2202-span-spannan.model.md	Germanic/docs/lexeme_reports/model_entries/2202-span-spannan.model.md:29	### Development to Old English	likely_oe	weaktail	From `*spánnaną`, the final nasal ending is lost and the regular OE weak-tail steps surface `spannan`. No paradigm-cell substitution is needed: the current deri	
weccan	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:1393	## Historical discussion	likely_oe	weccan	such as \emph{weccan} ‘wake’, \emph{licgan} ‘lie’, \emph{lecgan} ‘lay’,	
weeter	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md:35	### Old English evidence	likely_oe	weeter	between West Saxon **`weeter`** and Mercian **`weter`**	
wegas	Germanic/docs/lexeme_reports/model_entries/2277-way-weġ.model.md	Germanic/docs/lexeme_reports/model_entries/2277-way-weġ.model.md:29	### Development to Old English	likely_oe	wegas	From `*wégaz`, final `*z` is lost and the weak tail apocopates, leaving word-final `*g` after a front vowel. In that environment Old English palatalization yiel	
weinen	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md:22	### Reconstruction and comparative evidence	likely_oe	weinen	verb seen in German `weinen` and Old English `wānian`. Kroonen instead separates	
*weljōn	Germanic/docs/lexeme_reports/model_entries/2293-will-willa.model.md	Germanic/docs/lexeme_reports/model_entries/2293-will-willa.model.md:21	### Reconstruction and comparative evidence	likely_pgmc	weljon	Kroonen separates noun `*weljan- 2` 'will, wish' from verb `*weljan- 1` 'to want', while Orel and Kluge represent the noun as `*weljōn` [@Kroonen2013; @Orel2003	
*weorold	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:366	## SC015. Leveling of early unstressed front vowels (`NWGmcILowering`) {#rule-NWGmcILowering}	likely_pgmc	weorold	Its chronology is real but one-sided. If the rule is delayed until after [SC036 OEInterStressRaising](#rule-OEInterStressRaising), PGmc \emph{*wír-àldu} yields 	
*weorold	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:914	## Historical discussion of inter-stress raising	likely_oe	weorold	The strongest member of this chapter is [SC036 OEInterStressRaising](#rule-OEInterStressRaising). Campbell's discussion of *weorold* / *weoruld* and Ringe and T	
*wéor-oldu	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md:53	### Development to Old English	likely_pgmc	weoroldu	back mutation yields `*wéor-oldu`; final high-vowel apocope then gives	
weoruld	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md:39	### Old English evidence	likely_oe	weoruld	Saxon `weorold ~ worold`, Mercian `weoruld`, Northumbrian `woruld`, and Kentish	
wépen	Germanic/docs/lexeme_reports/model_entries/2278-weapon-wǣpn.model.md	Germanic/docs/lexeme_reports/model_entries/2278-weapon-wǣpn.model.md:26	### Old English evidence	likely_oe	wepen	`wépen`-type forms [@Campbell1959, 150; @Campbell1959, 226–227]. Bright	
wépen	Germanic/docs/lexeme_reports/model_entries/2278-weapon-wǣpn.model.md	Germanic/docs/lexeme_reports/model_entries/2278-weapon-wǣpn.model.md:40	### Form note	likely_oe	wepen	`wépen`-type forms [@Campbell1959, 150; @Campbell1959, 226–227]. `wǣpnes`	
wépn	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md:37	### Development to Old English	likely_oe	wepn	`tacn`, `wépn`, and `botm` beside forms with parasitic vowels elsewhere in the	
wépn	Germanic/docs/lexeme_reports/model_entries/2278-weapon-wǣpn.model.md	Germanic/docs/lexeme_reports/model_entries/2278-weapon-wǣpn.model.md:25	### Old English evidence	likely_oe	wepn	Campbell's cluster-noun discussion preserves unbroken `wépn` beside broken	
wépn	Germanic/docs/lexeme_reports/model_entries/2278-weapon-wǣpn.model.md	Germanic/docs/lexeme_reports/model_entries/2278-weapon-wǣpn.model.md:39	### Form note	likely_oe	wepn	noun-class discussion also preserves unbroken `wépn` beside broken	
*weraldiz	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md:24	### Reconstruction and comparative evidence	likely_pgmc	weraldiz	`*weraldiz` and its pre-Old-English chain `*weraldu > *weruld`	
*weraldu	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:914	## Historical discussion of inter-stress raising	likely_oe	weraldu	The strongest member of this chapter is [SC036 OEInterStressRaising](#rule-OEInterStressRaising). Campbell's discussion of *weorold* / *weoruld* and Ringe and T	
*weraldu	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:965	## Historical discussion of medial unstressed vowel changes	likely_preoe	weraldu	These two rules belong together because the same low-stress vocalic region supplies their witnesses, and the order evidence ties them together through *wuduwe* 	
*wér-àldu	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md:51	### Development to Old English	likely_pgmc	weraldu	`*wér-àldu`. Inter-stress raising then changes the medial `a` to `u`, producing	
*werpana	Germanic/docs/lexeme_reports/model_entries/2270-warp-weorpan.model.md	Germanic/docs/lexeme_reports/model_entries/2270-warp-weorpan.model.md:21	### Reconstruction and comparative evidence	likely_pgmc	werpana	Ringe and Taylor distinguish preterite `*warp` from infinitive `*werpana`, and the selected input here is the verbal form `*wérpaną` [@RingeTaylor2014].	
*weruldu	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:914	## Historical discussion of inter-stress raising	likely_oe	weruldu	The strongest member of this chapter is [SC036 OEInterStressRaising](#rule-OEInterStressRaising). Campbell's discussion of *weorold* / *weoruld* and Ringe and T	
*wér-uldu	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md:52	### Development to Old English	likely_oe	weruldu	`*wér-uldu`. In the Old English branch that unstressed `u` lowers to `o`, and	
weter	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md	Germanic/docs/lexeme_reports/model_entries/2274-water-wæter.model.md:35	### Old English evidence	likely_oe	weter	between West Saxon **`weeter`** and Mercian **`weter`**	
wiarald	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md:40	### Old English evidence	likely_oe	wiarald	`wiarald` [@RingeTaylor2014, 341]. Sievers-Brunner and Bright present the same wider	
wiðig	Germanic/docs/lexeme_reports/model_entries/2296-withy-wīþiġ.model.md	Germanic/docs/lexeme_reports/model_entries/2296-withy-wīþiġ.model.md:35	### Old English evidence	likely_oe	widig	Clark Hall records the noun as `wiðig` [@ClarkHall1960, 358]. The form used here,	
widow	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:984	## SC039. Combinative \emph{*u}-umlaut in \emph{wi}-forms (`OEWICombinativeUUmlaut`) {#rule-OEWICombinativeUUmlaut}	likely_oe	widow	The checked forms therefore fix only that later relation. They do not identify a corresponding earlier constraint, and CAPR keeps the rule here because the `wid	
*wira-aldō	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md:26	### Reconstruction and comparative evidence	likely_oe	wiraaldo	compound `*wira-aldō` and explicitly includes Old English `weorold`	
world	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md:41	### Old English evidence	likely_oe	world	set, including the syncopated `world` and later rounded `wurold`	
world	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:935	## SC036. Raising of medial \emph{*a} between stress peaks (`OEInterStressRaising`) {#rule-OEInterStressRaising}	likely_nwgmc	world	The checked forms therefore place the rule within a broader low-stress interval. The later boundary at [SC040 OEMedUnstressedULowering](#rule-OEMedUnstressedULo	
woruld	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md:39	### Old English evidence	likely_oe	woruld	Saxon `weorold ~ worold`, Mercian `weoruld`, Northumbrian `woruld`, and Kentish	
*wuduwe	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:1001	## SC040. Lowering of medial unstressed \emph{*u} (`OEMedUnstressedULowering`) {#rule-OEMedUnstressedULowering}	likely_pgmc	wuduwe	Its chronology is explicit on both sides. If the rule is moved before [SC039 OEWICombinativeUUmlaut](#rule-OEWICombinativeUUmlaut), PGmc \emph{*wíduwōn} yields 	
*wuduwe	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:980	## SC039. Combinative \emph{*u}-umlaut in \emph{wi}-forms (`OEWICombinativeUUmlaut`) {#rule-OEWICombinativeUUmlaut}	likely_oe	wuduwe	In prose, the rule changes the first vowel of \emph{wi}-forms under the following back-vowel conditions. This is the step that helps produce OE *wuduwe* ‘widow’	
*wuduwe	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:982	## SC039. Combinative \emph{*u}-umlaut in \emph{wi}-forms (`OEWICombinativeUUmlaut`) {#rule-OEWICombinativeUUmlaut}	likely_pgmc	wuduwe	Its chronology is clear on the later side. If the rule is delayed until after [SC040 OEMedUnstressedULowering](#rule-OEMedUnstressedULowering), PGmc \emph{*wídu	
wulfai	Germanic/docs/lexeme_reports/model_entries/2298-wolf-wulf.model.md	Germanic/docs/lexeme_reports/model_entries/2298-wolf-wulf.model.md:38	### Old English evidence	likely_oe	wulfai	`wulfi` or older `wulfai` [@SieversBrunner1965, §160].	
*wulfaz	Germanic/docs/lexeme_reports/model_entries/2298-wolf-wulf.model.md	Germanic/docs/lexeme_reports/model_entries/2298-wolf-wulf.model.md:22	### Reconstruction and comparative evidence	likely_pgmc	wulfaz	list PGmc `*wulfaz` among the inherited words that preserve `u` in Old English	
wulfe	Germanic/docs/lexeme_reports/model_entries/2298-wolf-wulf.model.md	Germanic/docs/lexeme_reports/model_entries/2298-wolf-wulf.model.md:37	### Old English evidence	likely_oe	wulfe	[@Campbell1959, §115]. Sievers-Brunner notes that oblique `wulfe` continues	
wulfi	Germanic/docs/lexeme_reports/model_entries/2298-wolf-wulf.model.md	Germanic/docs/lexeme_reports/model_entries/2298-wolf-wulf.model.md:38	### Old English evidence	likely_oe	wulfi	`wulfi` or older `wulfai` [@SieversBrunner1965, §160].	
wulle	Germanic/docs/lexeme_reports/model_entries/2298-wolf-wulf.model.md	Germanic/docs/lexeme_reports/model_entries/2298-wolf-wulf.model.md:28	### Reconstruction and comparative evidence	likely_false_positive	wulle	labials. Bülbring lists `full`, `wulle`, and `wulf` together, but he also says	
wulle	Germanic/docs/lexeme_reports/model_entries/2300-wool-wull.model.md	Germanic/docs/lexeme_reports/model_entries/2300-wool-wull.model.md:28	### Reconstruction and comparative evidence	likely_false_positive	wulle	Bülbring likewise lists `wulle` among the traditional `u`-preserving	
