entry	class_bucket	source_key	current_citation	surrounding_sentence	source_layer	candidate_locator	locator_basis	action	reason_if_left_broad	file_changed	status
learn (iptv.2sg) — OE liorna	B	ClarkHall1960	[@ClarkHall1960]	Clark Hall gives the ordinary headword as _leornian_ [@ClarkHall1960]. Brunner, however, explicitly records _leornian, nordh. auch liorna_, and Campbell notes that beside _leornian_ Northumbrian forms with _io_ occur where original _eo_ and _io_ remain distinct [@SieversBrunner1965; @Campbell1959, §123 n. 2].	non-regular model entry		Exact OE headword sweep in local page-marked OCR did not isolate the needed headword.	leave broad	headword not found	no	left_broad
learn (iptv.2sg) — OE liorna	G	SieversBrunner1965	[@SieversBrunner1965; @Campbell1959, §123 n. 2]	Clark Hall gives the ordinary headword as _leornian_ [@ClarkHall1960]. Brunner, however, explicitly records _leornian, nordh. auch liorna_, and Campbell notes that beside _leornian_ Northumbrian forms with _io_ occur where original _eo_ and _io_ remain distinct [@SieversBrunner1965; @Campbell1959, §123 n. 2].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
learn (iptv.2sg) — OE liorna	G	RingeTaylor2014	[@Campbell1959, §123 n. 2; @RingeTaylor2014]	Campbell's Northumbrian _io_ evidence and Ringe and Taylor's explicit statement that no form of _liornian_ stood in an i-umlauting environment support this stem shape [@Campbell1959, §123 n. 2; @RingeTaylor2014]. The West-Saxon-looking _eo_ forms belong to a different dialectal presentation of the same family.	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
learn (3sg) — OE liornaþ	G	RingeTaylor2014	[@RingeTaylor2014; @Kroonen2013, 380]	Ringe and Taylor give Old English _liornian_ ~ _leornian_ from a learn-family base of the _\*lizn-_ type, and Kroonen likewise keeps the weak verb as _\*liznōn-_ [@RingeTaylor2014; @Kroonen2013, 380]. The selected input _\*líznōθi_ is the finite 3sg cell of that family, not the citation form of the verb.	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
learn (3sg) — OE liornaþ	G	RingeTaylor2014	[@Campbell1959, §355.4; @RingeTaylor2014]	For the ending, Campbell's lufas, _-aþ_ (< _-ōsi_, _-ōþi)_ and Ringe and Taylor's discussion of stable _a_ in the class-II 2sg and 3sg make the non-_j_ 3sg cell the relevant comparison point [@Campbell1959, §355.4; @RingeTaylor2014].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
learn (3sg) — OE liornaþ	B	ClarkHall1960	[@ClarkHall1960]	Clark Hall gives the ordinary headword as _leornian_ [@ClarkHall1960]. Brunner records Northumbrian finite forms in _liorn-_, including _liorna_ and the 3sg _liornes_, beside the West-Saxon-looking _leornian_ tradition [@SieversBrunner1965]. Campbell likewise notes Northumbrian forms with _io_ beside _leornian_ [@Campbell1959, §123 n. 2].	non-regular model entry		Exact OE headword sweep in local page-marked OCR did not isolate the needed headword.	leave broad	headword not found	no	left_broad
learn (3sg) — OE liornaþ	G	SieversBrunner1965	[@SieversBrunner1965]	Clark Hall gives the ordinary headword as _leornian_ [@ClarkHall1960]. Brunner records Northumbrian finite forms in _liorn-_, including _liorna_ and the 3sg _liornes_, beside the West-Saxon-looking _leornian_ tradition [@SieversBrunner1965]. Campbell likewise notes Northumbrian forms with _io_ beside _leornian_ [@Campbell1959, §123 n. 2].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
learn (3sg) — OE liornaþ	G	RingeTaylor2014	[@Campbell1959, §123 n. 2; @Campbell1959, §355.4; @RingeTaylor2014]	Campbell's Northumbrian _io_ evidence and Ringe and Taylor's statement that no form of _liornian_ stood in an i-umlauting environment support the stem, while Campbell's class-II ending evidence supports the final _-aþ_ [@Campbell1959, §123 n. 2; @Campbell1959, §355.4; @RingeTaylor2014].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
lick (iptv.2sg) — OE licca	G	RingeTaylor2014	[@RingeTaylor2014]	Ringe and Taylor place the verb among the West Germanic class-II weak verbs, with PWGmc _\*li_/_ekkōn_ continuing as Old English _liccian_, Old Saxon _likkon_, and Old High German _lecchon_ [@RingeTaylor2014]. Orel gives the fuller weak-verb reconstruction _\*likkōjanan_ with the same Old English continuation [@Orel2003].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
lick (iptv.2sg) — OE licca	G	Orel2003	[@Orel2003]	Ringe and Taylor place the verb among the West Germanic class-II weak verbs, with PWGmc _\*li_/_ekkōn_ continuing as Old English _liccian_, Old Saxon _likkon_, and Old High German _lecchon_ [@RingeTaylor2014]. Orel gives the fuller weak-verb reconstruction _\*likkōjanan_ with the same Old English continuation [@Orel2003].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
lick (iptv.2sg) — OE licca	G	Campbell1959	[@Campbell1959; @RingeTaylor2014]	The form treated here is not that remodeled infinitive but a finite cell in bare trimoric _\*-ō_. Campbell's weak class-II discussion and Ringe and Taylor's account of the paradigm both distinguish those finite singular cells from the ordinary _\*-ōja-_ citation formation [@Campbell1959; @RingeTaylor2014].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
lick (iptv.2sg) — OE licca	G	RingeTaylor2014	[@Campbell1959; @RingeTaylor2014]	The form treated here is not that remodeled infinitive but a finite cell in bare trimoric _\*-ō_. Campbell's weak class-II discussion and Ringe and Taylor's account of the paradigm both distinguish those finite singular cells from the ordinary _\*-ōja-_ citation formation [@Campbell1959; @RingeTaylor2014].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
lick (iptv.2sg) — OE licca	G	BosworthToller1898	[@BosworthToller1898; @Campbell1959; @SieversBrunner1965]	Bosworth-Toller lemmatizes the verb as _liccian_, and Campbell and Brunner likewise cite _liccian_ with preserved geminate _cc_ [@BosworthToller1898; @Campbell1959; @SieversBrunner1965]. The Old English evidence therefore establishes the verbal headword and its consonantal frame securely.	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
lick (iptv.2sg) — OE licca	G	Campbell1959	[@BosworthToller1898; @Campbell1959; @SieversBrunner1965]	Bosworth-Toller lemmatizes the verb as _liccian_, and Campbell and Brunner likewise cite _liccian_ with preserved geminate _cc_ [@BosworthToller1898; @Campbell1959; @SieversBrunner1965]. The Old English evidence therefore establishes the verbal headword and its consonantal frame securely.	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
lick (iptv.2sg) — OE licca	G	SieversBrunner1965	[@BosworthToller1898; @Campbell1959; @SieversBrunner1965]	Bosworth-Toller lemmatizes the verb as _liccian_, and Campbell and Brunner likewise cite _liccian_ with preserved geminate _cc_ [@BosworthToller1898; @Campbell1959; @SieversBrunner1965]. The Old English evidence therefore establishes the verbal headword and its consonantal frame securely.	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
lick (iptv.2sg) — OE licca	G	Campbell1959	[@Campbell1959; @RingeTaylor2014]	With the stem _licc-_ established, the remaining development is brief. Trimoric _\*-ô_ shortens late to _-a_ in this finite class-II cell, so _\*líkkô_ yields _\*líkka_ and then _licca_ [@Campbell1959; @RingeTaylor2014]. The same stem consonantism that appears in _liccian_ is preserved here, giving _cc_ throughout the finite form.	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
lick (iptv.2sg) — OE licca	G	RingeTaylor2014	[@Campbell1959; @RingeTaylor2014]	With the stem _licc-_ established, the remaining development is brief. Trimoric _\*-ô_ shortens late to _-a_ in this finite class-II cell, so _\*líkkô_ yields _\*líkka_ and then _licca_ [@Campbell1959; @RingeTaylor2014]. The same stem consonantism that appears in _liccian_ is preserved here, giving _cc_ throughout the finite form.	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
lick (3sg) — OE liccaþ	G	RingeTaylor2014	[@RingeTaylor2014]	Ringe and Taylor place the verb among the West Germanic class-II weak verbs, with PWGmc _\*li_/_ekkōn_ continuing as Old English _liccian_, Old Saxon _likkon_, and Old High German _lecchon_ [@RingeTaylor2014]. Orel gives the fuller weak-verb reconstruction _\*likkōjanan_ with the same Old English continuation [@Orel2003].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
lick (3sg) — OE liccaþ	G	Orel2003	[@Orel2003]	Ringe and Taylor place the verb among the West Germanic class-II weak verbs, with PWGmc _\*li_/_ekkōn_ continuing as Old English _liccian_, Old Saxon _likkon_, and Old High German _lecchon_ [@RingeTaylor2014]. Orel gives the fuller weak-verb reconstruction _\*likkōjanan_ with the same Old English continuation [@Orel2003].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
lick (3sg) — OE liccaþ	G	Campbell1959	[@Campbell1959; @RingeTaylor2014]	The selected form in this entry is the non-_j_ present third singular _\*líkkōθi_, not the remodeled infinitive. Campbell states the class-II present endings as lufas, _-aþ_ (< _-ōsi_, _-ōþi)_, and Ringe and Taylor likewise treat the class-II 2sg and 3sg as forms with stable _-a-_ [@Campbell1959; @RingeTaylor2014].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
lick (3sg) — OE liccaþ	G	RingeTaylor2014	[@Campbell1959; @RingeTaylor2014]	The selected form in this entry is the non-_j_ present third singular _\*líkkōθi_, not the remodeled infinitive. Campbell states the class-II present endings as lufas, _-aþ_ (< _-ōsi_, _-ōþi)_, and Ringe and Taylor likewise treat the class-II 2sg and 3sg as forms with stable _-a-_ [@Campbell1959; @RingeTaylor2014].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
lick (3sg) — OE liccaþ	G	BosworthToller1898	[@BosworthToller1898; @Campbell1959; @SieversBrunner1965]	Bosworth-Toller lemmatizes the verb as _liccian_, and the same consonantal frame appears in Campbell and Brunner's grammatical citations of _liccian_ [@BosworthToller1898; @Campbell1959; @SieversBrunner1965]. The Old English headword is therefore clear even though the entry here is not about the citation form.	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
lick (3sg) — OE liccaþ	G	Campbell1959	[@BosworthToller1898; @Campbell1959; @SieversBrunner1965]	Bosworth-Toller lemmatizes the verb as _liccian_, and the same consonantal frame appears in Campbell and Brunner's grammatical citations of _liccian_ [@BosworthToller1898; @Campbell1959; @SieversBrunner1965]. The Old English headword is therefore clear even though the entry here is not about the citation form.	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
lick (3sg) — OE liccaþ	G	SieversBrunner1965	[@BosworthToller1898; @Campbell1959; @SieversBrunner1965]	Bosworth-Toller lemmatizes the verb as _liccian_, and the same consonantal frame appears in Campbell and Brunner's grammatical citations of _liccian_ [@BosworthToller1898; @Campbell1959; @SieversBrunner1965]. The Old English headword is therefore clear even though the entry here is not about the citation form.	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
lick (3sg) — OE liccaþ	G	Campbell1959	[@Campbell1959; @RingeTaylor2014]	_\*líkkōθi_ first loses final _-i_, giving _\*líkkōθ_. Late shortening of unstressed _\*ō_ then yields _\*líkkaθ_, written _liccaþ_ [@Campbell1959; @RingeTaylor2014]. Because this ending never contains _-j-_, the form does not pass through an i-umlauted _-eþ_ stage; the regular class-II outcome is _-aþ_.	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
lick (3sg) — OE liccaþ	G	RingeTaylor2014	[@Campbell1959; @RingeTaylor2014]	_\*líkkōθi_ first loses final _-i_, giving _\*líkkōθ_. Late shortening of unstressed _\*ō_ then yields _\*líkkaθ_, written _liccaþ_ [@Campbell1959; @RingeTaylor2014]. Because this ending never contains _-j-_, the form does not pass through an i-umlauted _-eþ_ stage; the regular class-II outcome is _-aþ_.	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
show (iptv.2sg) — OE sċēawa	G	Orel2003	[@Orel2003]	Orel reconstructs the verb as _\*skawōjanan_ and cites Old English _sceáwian_ beside Old Frisian _skawia_, Old Saxon _skawōn_, and Old High German _scouwōn_ [@Orel2003]. The selected input in this entry is not that infinitive but the imperative singular _\*skáwô_, a finite class-II cell that preserves bare _\*-ō_ rather than the remodeled _\*-ōja-_ formation [@RingeTaylor2014].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
show (iptv.2sg) — OE sċēawa	G	RingeTaylor2014	[@RingeTaylor2014]	Orel reconstructs the verb as _\*skawōjanan_ and cites Old English _sceáwian_ beside Old Frisian _skawia_, Old Saxon _skawōn_, and Old High German _scouwōn_ [@Orel2003]. The selected input in this entry is not that infinitive but the imperative singular _\*skáwô_, a finite class-II cell that preserves bare _\*-ō_ rather than the remodeled _\*-ōja-_ formation [@RingeTaylor2014].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
show (iptv.2sg) — OE sċēawa	B	BrightCassidyRingler1971	[@BrightCassidyRingler1971]	Bright lists _scēawian_ and explicitly gives the imperative singular _scēawa_ under that headword [@BrightCassidyRingler1971]. The form treated here is therefore an attested finite paradigm form, not a reconstructed convenience form.	non-regular model entry	383	Exact OE headword sweep in local page-marked OCR found sceawa on p. 383.	leave broad	page found but claim not isolated	no	left_broad
show (iptv.2sg) — OE sċēawa	G	Campbell1959	[@Campbell1959]	From _\*skáwô_, Old English _\*aw_ before vocalic material yields _\*skḗawô_, initial _sk_ palatalizes, and late shortening of trimoric _\*-ô_ gives _\*ʃḗawa_, written _sċēawa_ [@Campbell1959]. The result is therefore the expected finite singular form of the _scēawian_ family rather than an analogical replacement of the headword.	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
show (3sg) — OE sċēawaþ	G	Orel2003	[@Orel2003]	Orel reconstructs the verb as _\*skawōjanan_ and cites Old English _sceáwian_ beside Old Frisian _skawia_, Old Saxon _skawōn_, and Old High German _scouwōn_ [@Orel2003]. The selected input in this entry is the present third singular _\*skáwōθi_, a finite class-II cell rather than the remodeled infinitive [@RingeTaylor2014].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
show (3sg) — OE sċēawaþ	G	RingeTaylor2014	[@RingeTaylor2014]	Orel reconstructs the verb as _\*skawōjanan_ and cites Old English _sceáwian_ beside Old Frisian _skawia_, Old Saxon _skawōn_, and Old High German _scouwōn_ [@Orel2003]. The selected input in this entry is the present third singular _\*skáwōθi_, a finite class-II cell rather than the remodeled infinitive [@RingeTaylor2014].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
